match_id,date,competition,club,opponent,player_id,player,role,position,minutes,started,result,goals,assists,xg,xa,shots,passes,completed_passes,progressive_passes,final_third_entries,pressures,recoveries,interceptions,tackles,carries,progressive_carries,risk_passes,reward_passes
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,33401,Amine Adli,MID,Left Attacking Midfield,25.75,0,W,1.0,0.0,0.0647,0,1.0,19.0,15.0,0.0,0.0,2.0,0,0,0,11.0,1.0,0.0,0.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,38004,Piero Martín Hincapié Reyna,DEF,Left Back,12.12,0,W,0,0.0,0,0,0,16.0,16.0,1.0,2.0,2.0,0,0,0,11.0,1.0,0.0,1.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,40724,Florian Wirtz,MID,Left Attacking Midfield,70.25,1,W,0.0,0.0,0.2739,0.1802,3.0,56.0,50.0,6.0,6.0,17.0,7.0,0,2.0,46.0,4.0,3.0,8.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,41411,Nathan Tella,FWD,Right Wing,17.72,0,W,0,0.0,0,0,0,7.0,6.0,0.0,1.0,3.0,0,0,0,5.0,0.0,0.0,0.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,3500,Granit Xhaka,MID,Left Defensive Midfield,78.63,1,W,0,0.0,0,0,0,88.0,86.0,8.0,6.0,13.0,0,0,4.0,67.0,0.0,2.0,8.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,8221,Jonathan Tah,DEF,Center Back,94.25,1,W,0,0.0,0,0,0,67.0,64.0,7.0,6.0,9.0,6.0,0,1.0,53.0,1.0,1.0,7.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,8403,Nadiem Amiri,MID,Right Attacking Midfield,8.53,0,W,0,0.0,0,0,0,1.0,0.0,0.0,0.0,2.0,1.0,0,0,5.0,1.0,0.0,0.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,8667,Lukáš Hrádecký,GK,Goalkeeper,94.25,1,W,0,0.0,0,0,0,28.0,22.0,2.0,0.0,0,5.0,0,0,15.0,0.0,0.0,2.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,8804,Jonas Hofmann,MID,Left Attacking Midfield,85.72,1,W,1.0,0.0,0.1358,0,2.0,44.0,34.0,1.0,3.0,20.0,3.0,0,0,30.0,1.0,4.0,1.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,9195,Robert Andrich,MID,Left Defensive Midfield,15.62,0,W,0,0.0,0,0,0,6.0,5.0,0.0,0.0,3.0,0,0,0,4.0,0.0,0.0,0.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,10336,Alejandro Grimaldo García,DEF,Left Wing Back,94.25,1,W,1.0,0.0,0.129,0,2.0,67.0,54.0,2.0,7.0,23.0,10.0,4.0,3.0,46.0,2.0,3.0,2.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,27133,Odilon Kossonou,DEF,Right Center Back,94.25,1,W,0,0.0,0,0,0,65.0,56.0,1.0,1.0,21.0,4.0,1.0,2.0,56.0,1.0,1.0,1.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,28239,Adam Hložek,FWD,Center Forward,16.13,0,W,0,0.0,0,0.0402,0,5.0,2.0,2.0,0.0,3.0,0,0,0,5.0,2.0,1.0,2.0
